鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
樹林區,房地(土地+建物)+車位,新北市樹林區學府路331~360號,19.1,住,Missing,Missing,1090202,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980407,145.21,3,2,2,有,有,12120000,83465,坡道機械,17.41,0,含增建或未登記建物。;,RPUOMLRLLHPFFIF17CA
三峽區,房地(土地+建物)+車位,新北市三峽區中正路一段108巷7弄1~30號,13.08,住,Missing,Missing,1090227,土地1建物1車位1,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861022,130.76,3,2,2,有,有,8400000,64240,坡道機械,16.45,0,含增建或未登記建物。;,RPPQMLKMLHPFFIF88CA
三峽區,房地(土地+建物),新北市三峽區復興路151~180號,14.07,住,Missing,Missing,1090217,土地2建物1車位0,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830510,138.59,4,2,2,有,有,10600000,76485,Missing,0.0,0,含增建或未登記建物。;,RPOQMLLMLHPFFIF88CA
土城區,房地(土地+建物),新北市土城區中央路四段279巷1~30號,10.35,住,Missing,Missing,1090304,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950817,87.76,2,2,1,有,有,8650000,98564,Missing,0.0,0,Missing,RPORMLNLLHPFFAF38DA
汐止區,房地(土地+建物),新北市汐止區福德一路86巷31~60號,17.91,住,Missing,Missing,1090302,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881111,115.57,3,2,1,有,有,9000000,77875,Missing,0.0,0,含增建或未登記建物。,RPUPMLRLLHPFFDF86DA
淡水區,房地(土地+建物),新北市淡水區學府路102巷51弄1~30號,17.97,住,Missing,Missing,1090304,土地1建物1車位0,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840802,97.55,2,2,2,有,有,6250000,64070,Missing,0.0,0,含增建或未登記建物。,RPWOMLPLLHPFFEF86DA
中和區,房地(土地+建物),新北市中和區忠孝街124巷1~30號,16.38,住,Missing,Missing,1081228,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841201,85.58999999999999,2,2,1,有,有,11000000,128520,Missing,0.0,0,Missing,RPVSMLNLLHPFFHF27DA
板橋區,房地(土地+建物)+車位,新北市板橋區中山路一段151~180號,9.57,其他,Missing,Missing,1090114,土地1建物3車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980427,113.29,1,0,1,有,有,12200000,107688,坡道平面,50.67,0,Missing,RPVPMLTLMHPFFAF07EA
淡水區,房地(土地+建物),新北市淡水區中正東路二段61~90號,5.67,商,Missing,Missing,1090203,土地5建物1車位0,十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0920922,102.57000000000001,2,2,2,有,有,11000000,107244,Missing,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSOMLNLMHPFFEF09EA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段151~180號,9.85,商,Missing,Missing,1090314,土地1建物1車位1,八層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,140.57,3,2,1,有,有,8180000,58192,坡道平面,30.84,0,Missing,RPUOMLNLMHPFFEF66EA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段91~120號,19.37,住,Missing,Missing,1090305,土地1建物1車位1,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,151.34,3,2,2,有,有,9350000,61781,坡道平面,27.59,0,Missing,RPPPMLQLLHPFFEF09EA
板橋區,房地(土地+建物)+車位,新北市板橋區中山路二段301~330號,6.16,其他,Missing,Missing,1090304,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961121,83.33,2,1,1,有,有,11600000,139206,坡道機械,8.75,0,Missing,RPSNMLKMMHPFFAF38EA
中和區,房地(土地+建物),新北市中和區成功路121~150號,5.59,住,Missing,Missing,1090228,土地1建物1車位0,十七層,三十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0860322,90.65,2,2,1,有,有,11000000,121346,Missing,0.0,0,含增建或未登記建物。,RPORMLOLLHPFFHF56DA
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段1~30號,28.81,住,Missing,Missing,1090218,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040430,161.01999999999998,4,2,2,有,有,8900000,59524,坡道平面,31.66,1200000,含增建或未登記建物。,RPOSMLSLLHPFFEF76DA
淡水區,房地(土地+建物)+車位,新北市淡水區北新路211~240號,20.83,住,Missing,Missing,1090226,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980116,119.05,3,2,2,有,有,7560000,62454,坡道機械,10.81,800000,含增建或未登記建物。,RPPSMLSLLHPFFEF86DA
淡水區,房地(土地+建物)+車位,新北市淡水區中正東路一段3巷14弄1~30號,15.27,住,Missing,Missing,1090214,土地2建物1車位1,三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961121,129.3,3,2,2,有,有,8700000,69015,坡道平面,17.73,1000000,含增建或未登記建物。,RPOPMLQLLHPFFEF88DA
汐止區,房地(土地+建物),新北市汐止區大同路二段271~300號,9.8,住,Missing,Missing,1081226,土地1建物1車位0,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,113.21000000000001,3,2,2,有,有,10180000,89921,Missing,0.0,0,Missing,RPRNMLTLLHPFFDF56DA
汐止區,房地(土地+建物)+車位,新北市汐止區保長路91~120號,22.63,住,Missing,Missing,1090223,土地2建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990525,159.14999999999998,3,2,2,有,有,9520000,63822,坡道平面,29.56,1250000,Missing,RPQPMLLMLHPFFDF58DA
新店區,房地(土地+建物),新北市新店區民權路31~60號,14.82,住,Missing,Missing,1090303,土地2建物1車位0,十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950125,168.64,4,2,2,有,有,31000000,183824,Missing,0.0,0,含增建或未登記建物。,RPPNMLRLLHPFFCF68DA
新莊區,房地(土地+建物)+車位,新北市新莊區中正路347巷1~30號,15.77,住,Missing,Missing,1090211,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840819,143.63,3,2,2,有,有,13900000,96776,坡道平面,0.0,1800000,含增建或未登記建物。權利人共兩位。,RPRSMLKMLHPFFBF68DA
土城區,房地(土地+建物),新北市土城區學府路一段98巷1~30號,8.63,住,Missing,Missing,1090217,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821122,64.21000000000001,2,1,1,有,有,7500000,116804,Missing,0.0,0,含增建或未登記建物。,RPWOMLPLLHPFFAF09DA
板橋區,房地(土地+建物),新北市板橋區廣和街61~90號,10.47,住,Missing,Missing,1090224,土地1建物1車位0,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971120,96.53,3,2,2,有,有,11380000,117891,Missing,0.0,0,含增建或未登記建物。,RPXOMLPLLHPFFAF56DA
樹林區,房地(土地+建物),新北市樹林區中正路631~660號,4.47,住,Missing,Missing,1090219,土地1建物1車位0,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831111,70.62,2,1,1,有,有,5700000,80714,Missing,0.0,0,Missing,RPRRMLLJMHPFFIF09CA
樹林區,房地(土地+建物)+車位,新北市樹林區學勤路331~360號,14.6,商,Missing,Missing,1090225,土地1建物1車位1,八層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971030,172.11,3,2,2,有,有,14000000,81343,坡道平面,39.83,0,含增建或未登記建物。;,RPUNMLQLLHPFFIF96CA
中和區,房地(土地+建物),新北市中和區福祥路1~30號,5.23,住,Missing,Missing,1090309,土地3建物1車位0,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871120,56.64,1,1,1,有,有,7400000,130650,Missing,0.0,0,Missing,RPTTMLRLLHPFFHF47CA
蘆洲區,房地(土地+建物),新北市蘆洲區環堤大道1~30號,8.24,住,Missing,Missing,1090222,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880727,67.65,2,1,1,有,有,7000000,103474,Missing,0.0,0,含增建或未登記建物。;,RPPPMLRJMHPFFGF09CA
八里區,房地(土地+建物),新北市八里區商港路61~90號,19.11,住,Missing,Missing,1090120,土地1建物1車位0,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040306,103.99000000000001,2,2,1,有,有,6880000,66160,Missing,0.0,0,Missing,RPVQMLRKMHPFFEF07CA
淡水區,房地(土地+建物),新北市淡水區淡金路38巷1~30號,9.04,住,Missing,Missing,1090305,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020828,81.19999999999999,1,2,1,有,有,6100000,75123,Missing,0.0,0,Missing,RPSSMLLLMHPFFEF09CA
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段211~240號,24.24,住,Missing,Missing,1090209,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080828,161.22,2,2,2,有,有,11050000,74580,坡道平面,33.17,1500000,Missing,RPOTMLPLLHPFFEF09CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段126巷61~90號,22.5,住,Missing,Missing,1081207,土地1建物1車位1,十一層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,187.82,3,2,2,有,有,14530000,81411,坡道平面,26.54,1400000,Missing,RPPNMLQLLHPFFEF68CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段126巷61~90號,24.86,住,Missing,Missing,1090226,土地1建物1車位1,六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,191.35,3,2,2,有,有,16000000,89194,坡道平面,26.54,1300000,Missing,RPQNMLQLLHPFFEF78CA
淡水區,房地(土地+建物),新北市淡水區新市三路二段211~240號,7.63,商,Missing,Missing,1090207,土地1建物1車位0,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,89.08,2,2,1,有,有,6400000,71846,Missing,0.0,0,Missing,RPWNMLQLLHPFFEF76CA
淡水區,房地(土地+建物)+車位,新北市淡水區新民街一段91~120號,50.18,住,Missing,Missing,1090218,土地1建物1車位2,九層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981225,314.92,4,2,2,有,有,19600000,62238,坡道平面,59.84,0,Missing,RPTOMLQLLHPFFEF56CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路一段306巷60弄31~60號,17.98,住,Missing,Missing,1090228,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021021,134.81,2,2,1,有,有,7450000,55263,坡道平面,32.4,0,Missing,RPPNMLQJMHPFFEF58CA
淡水區,房地(土地+建物)+車位,新北市淡水區新民街一段91~120號,28.43,住,Missing,Missing,1090130,土地1建物1車位1,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981225,170.97,3,2,2,有,有,10500000,61414,坡道平面,29.92,0,Missing,RPRNMLQJMHPFFEF78CA
汐止區,房地(土地+建物)+車位,新北市汐止區福德二路61~90號,21.52,住,Missing,Missing,1090217,土地2建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980224,213.33999999999997,5,2,2,有,有,21800000,102184,坡道平面,0.0,0,Missing,RPPOMLTJMHPFFDF88CA
汐止區,房地(土地+建物)+車位,新北市汐止區福德一路206巷1~30號,30.91,住,Missing,Missing,1090302,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981028,197.45,3,2,2,有,有,17600000,89136,坡道平面,0.0,0,Missing,RPSNMLQJMHPFFDF78CA
汐止區,房地(土地+建物)+車位,新北市汐止區康寧街301~330號,26.76,住,Missing,Missing,1081209,土地1建物1車位1,十層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811023,198.70999999999998,4,2,2,有,有,13500000,67938,坡道平面,0.0,0,Missing,RPXNMLKMLHPFFDF88CA
新店區,房地(土地+建物)+車位,新北市新店區達觀路1~30號,60.72,Missing,山坡地保育區,丙種建築用地,1090217,土地1建物1車位1,一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850514,149.20999999999998,3,2,2,有,有,8000000,53616,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPSNMLQJMHPFFCF68CA
新店區,房地(土地+建物)+車位,新北市新店區中央路151~180號,25.9,其他,Missing,Missing,1081219,土地3建物1車位1,十九層,二十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1011114,159.59,2,2,2,有,有,22900000,152672,坡道平面,25.97,2500000,Missing,RPQOMLRLLHPFFCF78CA
新店區,房地(土地+建物)+車位,新北市新店區寶橋路1~30號,13.98,其他,Missing,Missing,1090229,土地8建物1車位1,二層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970109,189.52,4,2,2,有,有,29000000,153018,坡道平面,33.79,0,Missing,RPVOMLPLLHPFFCF09CA
新莊區,房地(土地+建物),新北市新莊區龍安路511~540號,11.93,住,Missing,Missing,1090309,土地1建物1車位0,八層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840713,98.22999999999999,3,2,2,有,有,9300000,94676,Missing,0.0,0,Missing,RPPOMLKLMHPFFBF97CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段361~390號,23.6,商,Missing,Missing,1090108,土地2建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950825,210.04,4,2,2,有,有,17500000,83317,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQQMLTJMHPFFBF98CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段331~360號,15.08,商,Missing,Missing,1090216,土地2建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960817,156.73,3,2,2,有,有,13660000,87151,坡道平面,34.76,0,含增建或未登記建物。;,RPOOMLQLLHPFFBF38CA
板橋區,房地(土地+建物),新北市板橋區雙十路二段151~180號,9.32,住,Missing,Missing,1090207,土地1建物1車位0,十二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860905,114.49000000000001,3,2,2,有,有,17700000,154599,Missing,0.0,0,含增建或未登記建物。,RPROMLPLLHPFFAF48CA
板橋區,房地(土地+建物)+車位,新北市板橋區莊敬路31~60號,7.47,商,Missing,Missing,1090224,土地1建物1車位1,十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870416,142.64,3,2,2,有,有,17000000,119181,坡道平面,38.62,0,親友、員工或其他特殊關係間之交易。;,RPUNMLKMLHPFFAF28CA
板橋區,房地(土地+建物),新北市板橋區四川路二段245巷91~120號,17.21,住,Missing,Missing,1090205,土地1建物1車位0,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Missing,116.67999999999999,2,2,2,有,有,11680000,100103,Missing,0.0,0,含增建或未登記建物。;,RPPOMLQLLHPFFAF38CA
板橋區,房地(土地+建物)+車位,新北市板橋區民生路一段1~30號,17.36,住,Missing,Missing,1090227,土地1建物1車位1,二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0900802,239.74,4,2,2,有,有,26680000,111287,坡道機械,24.37,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPTOMLQLLHPFFAF78CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段1~30號,18.7,商,Missing,Missing,1090215,土地1建物1車位1,十八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970729,186.07999999999998,2,2,2,有,有,13300000,71475,坡道平面,0.0,0,Missing,RPSOMLSLLHPFFBF98CA
五股區,房地(土地+建物)+車位,新北市五股區成泰路一段1~30號,9.73,住,Missing,Missing,1090218,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931118,105.16,2,2,1,有,有,7300000,69418,坡道平面,23.39,0,Missing,RPOOMLLMLHPFFBF97CA
新店區,房地(土地+建物),新北市新店區安祥路110巷31~60號,39.31,Missing,山坡地保育區,丙種建築用地,1081230,土地1建物1車位0,七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850213,78.31,2,2,1,有,有,3600000,45971,Missing,0.0,0,Missing,RPXOMLPLLHPFFCF66CA
新店區,房地(土地+建物)+車位,新北市新店區永安街109巷1~30號,27.31,住,Missing,Missing,1090308,土地2建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851017,161.84,4,2,2,有,有,13950000,86196,坡道平面,36.37,0,Missing,RPPOMLQLLHPFFCF58CA
新店區,房地(土地+建物)+車位,新北市新店區安民街361~390號,21.11,住,Missing,Missing,1090303,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980501,176.49,3,2,2,有,有,17600000,99722,坡道平面,38.95,0,Missing,RPPNMLKMLHPFFCF97CA
新店區,房地(土地+建物),新北市新店區安民街156巷1~30號,7.56,住,Missing,Missing,1090215,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010223,58.010000000000005,2,1,1,有,有,7300000,125840,Missing,0.0,0,Missing,RPRPMLLJMHPFFCF28CA
汐止區,房地(土地+建物),新北市汐止區工建路121~150號,17.65,住,Missing,Missing,1090217,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030305,98.49000000000001,2,2,1,有,有,11400000,115748,Missing,0.0,0,Missing,RPVNMLQLLHPFFDF56CA
汐止區,房地(土地+建物),新北市汐止區福德一路1~30號,14.29,住,Missing,Missing,1090219,土地2建物1車位0,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860305,97.75,3,2,2,有,有,9000000,92072,Missing,0.0,0,Missing,RPOOMLKMLHPFFDF08CA
汐止區,房地(土地+建物),新北市汐止區水源路二段36巷1~30號,14.1,住,Missing,Missing,1090302,土地2建物1車位0,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831224,75.36,2,2,1,有,有,6600000,87580,Missing,0.0,0,Missing,RPQNMLLJMHPFFDF08CA
